iter	Logloss
117	0.2757554109
118	0.2751292666
119	0.2747596074
120	0.2738866113
121	0.273448945
122	0.2711976582
123	0.2708179748
124	0.2690438589
125	0.2668905557
126	0.2662740497
127	0.2657403342
128	0.2653581289
129	0.2650391923
130	0.2648669391
131	0.2630754594
132	0.262604628
133	0.2618638502
134	0.2606944368
135	0.2604592933
136	0.2589786125
137	0.2585806428
138	0.2571901815
139	0.256976249
140	0.2554302408
141	0.2535483015
142	0.2526783148
143	0.2522691942
144	0.2520114577
145	0.2517738418
146	0.2516703737
147	0.25135932
148	0.2507948312
149	0.2505261169
150	0.2501613723
151	0.249651024
152	0.2491148702
153	0.2488044475
154	0.2485601345
155	0.2477645402
156	0.2475269382
157	0.2473879518
158	0.2468894852
159	0.2466415554
160	0.2452439473
161	0.2451108094
162	0.2440091302
163	0.2436552444
164	0.2432336162
165	0.2425968183
166	0.2420249414
167	0.2418706888
168	0.2409922875
169	0.2408463824
170	0.2405449732
171	0.2403540659
172	0.2402200685
173	0.2401034909
174	0.2397597925
175	0.2395252244
176	0.2383591561
177	0.2378869519
178	0.2374366191
179	0.2373239651
180	0.236655096
181	0.2359681228
182	0.2352779844
183	0.2348024462
184	0.233282075
185	0.2330892195
186	0.232543406
187	0.2307503402
188	0.2305353453
189	0.2302519956
190	0.2298839539
191	0.2293609482
192	0.2290519391
193	0.2274048084
194	0.2272682201
195	0.2266065117
196	0.2261261378
197	0.2251454686
198	0.2250059169
199	0.2248543859
200	0.2243379365
201	0.2228206369
202	0.2219884447
203	0.221093336
204	0.2207811506
205	0.2203580749
206	0.2200653285
207	0.2199039999
208	0.2197703717
209	0.2194532187
210	0.2183402751
2211	0.2159551658212	0.2162139979
2213	0.21322727521214	0.21246550721215	0.2111777321216	0.21077511821217	0.210183601218	0.2096248738
219	0.2094137843
220	0.208549176
221	0.2084257348
222	0.2080452023
223	0.2078534232
224	0.2077106635
225	0.2073894509
226	0.2071804592
227	0.2069737685
228	0.2068396738
229	0.2064400928
230	0.2055649783
231	0.2048675003
232	0.2047088338
233	0.2045571197
234	0.2041627705
235	0.2039027552
236	0.2037341043
237	0.203494876
238	0.2033583443
239	0.2030109376
240	0.2028111174
241	0.2026909609
242	0.2025131287
243	0.2023440952
244	0.2020960861
245	0.2019379824
246	0.2018729355
247	0.2016003081
248	0.2014717335
249	0.2013695952
250	0.2006629992
251	0.2004730636
252	0.2002941027
253	0.2001298669
254	0.1998741547
255	0.1996559111
256	0.1994689056
257	0.1988968064
258	0.1985959776
259	0.1981205474
260	0.19800194732261	0.19778920352262	0.197636492
263	0.1970758068
264	0.1963720161
265	0.1962557211
266	0.1960445922
267	0.1959866106
268	0.195840181
269	0.1957269016
270	0.195631962
271	0.195380928
272	0.1951986566
273	0.1951169713
274	0.1950126858
275	0.194900857
276	0.1947402774
277	0.1946084766
278	0.1945169788
279	0.1943521727
280	0.1941955189
281	0.194003038
282	0.1938315268
283	0.1936341041
284	0.193533458
285	0.1932725014
286	0.1931274301
287	0.1929823182
288	0.1928189386
289	0.1926772927
290	0.1924948986
291	0.1924049203
292	0.192273194
293	0.1918671233
294	0.1917184991
295	0.1915538949
296	0.1914237854
297	0.1912762996
298	0.190968576
299	0.1904601346
300	0.1902194797
301	0.1901110052
302	0.1897364754
303	0.1896304763
304	0.189493993
305	0.1893945237
306	0.1893012542
307	0.1891276848
308	0.1890793616
309	0.188877338
310	0.1887411171
311	0.1886026276
312	0.1882305843
313	0.1881318958
314	0.1880206145
315	0.1877789392
316	0.1876450585
317	0.1871233296
318	0.1866387118
319	0.1858503694
320	0.1854249922
321	0.1847835322
322	0.1845975873
323	0.184497354
324	0.1843485103
325	0.1842380168
326	0.1840906918
327	0.183796443
328	0.1835811255
329	0.183449285
330	0.1833241615
331	0.1832277231
332	0.1831198907
333	0.1827482063
334	0.1823332775
335	0.182204132
336	0.181738383
337	0.181356876
338	0.1812829949
339	0.1806015963
340	0.1805112708
341	0.1804775994
342	0.1803506694
343	0.1802544191
344	0.1801573948
345	0.1800753324
346	0.1799650192
347	0.1798313524
348	0.1797290163
349	0.179632761
350	0.1795227901
351	0.1794368517
352	0.1793970591
353	0.1792648058
354	0.1791605858
355	0.1789870111
356	0.178891337
357	0.178805373
358	0.1787246679
359	0.178593945
360	0.1785076208
361	0.1783911711
362	0.1783271014
363	0.1782155537
364	0.1780345927
365	0.1777961627
366	0.1776856405
367	0.1775882807
368	0.1775033506
369	0.177410129
370	0.1772645851
371	0.177174729
372	0.1770829285
373	0.1770219363
374	0.1769306131
375	0.1768121374
376	0.1767166078
377	0.1766411454
378	0.1765658142
379	0.1764707047
380	0.1763807381	381	0.1762771382	382	0.1761874383	383	0.1761006384	384	0.1760231352
385	0.1759131386	386	0.1758188387	387	0.1757619292
388	0.1756501389	389	0.175547390	0390	0.175454391	0391	0.175373392	0392	0.175263393	393	0.1749738394	394	0.1748623395	395	0.1746304396	396	0.1745399397397	0.17443269398398	0.17437273399399	0.17428701400400	0.1741406840401	0.17401441040402	0.17391782940403	0.17377107540404	0.17351709040405	0.17346881940406	0.17339348440407	0.17332963740408	0.17313962140409	0.17293057041410	0.17283621541411	0.17272298941412	0.17263387441413	0.1724992145
414	0.17242230641415	0.17227053141416	0.17217142441417	0.17210860341418	0.17201923941419	0.1719402996
420	0.17185421	0.421	0.17172422	0.422	0.17164423	0.423	0.1716424	0.1424	0.1715425	0.1425	0.1714426	0.1426	0.1712427	0.1427	0.1711428	0.1428	0.1710429	0.1429	0.1709430	0.1430	0.1708431	0.1431	0.1707432	0.1432	0.1706433	0.1433	0.170434	0.16434	0.170435	0.1435	0.1703436	0.1436	0.1702437	0.1437	0.170438	0.1438	0.1700439	0.1439	0.1699440	0.1440	0.169441	0.16441	0.16442	0.168442	0.16443	0.168443	0.16444	0.168444	0.16445	0.168445	0.16446	0.168446	0.16447	0.168447	0.16448	0.168448	0.16449	0.168449	0.16450	0.168450	0.16451	0.167451	0.1452	0.1678452	0.1453	0.1677453	0.1454	0.1676454	0.1455	0.1675455	0.1456	0.1674456	0.457	0.16732457	0.1682443647
458	0.1681294552
459	0460	0.167057460	0461	0.166964461	0462	0.166869462	463	0.166759463	0464	0.166674464	0465	0.166560465	0.1671713394
466	0.1670679802
467	0.167012486
468	0.1668442576
469	0.1667294971
470	0.1666647764
471	0.1665497686
472	0.1664930448
473	0.1664111295
474	0.1663298594
475	0.1662409126
476	0.1661538721
477	0.1660788568
478	0.1659952025
479	0.1659686028
480	0.165887026
481	0.1657646615
482	483	0.1646629483	0.1655606798
484	0.1654313118
485	0.1653371941
486	0.1653019279
487	0.165212316
488	0.164965911
489	0.1648245285
490	0.1646969847
491	0.1645316594
492	0.1639976341
493	0.1639356883
494	0.1638858973
495	0.163820926
496	0.1637098894
497	0.1636113662
498	0.1635036803
499	0.1634229239
500	0.1633500215
501	0.1632925888
502	0.163214822
503	0.1631278818
504	0.1630425515
505	0.1629573792
506	0.1628333478
507	0.162745865
508	0.1625684041
509	0.1624162225
510	0.1623259037
511	0.1622233521
512	0.161986912
513	0.1618830794
514	0.1618322603
515	0.1617716922
516	0.1616801595
517	0.1614901454
518	0.1613993924
519	0.1612887553
520	0.1611768068
521	0.1610638264
522	0.1609351037
523	0.1608553092
524	0.1607782289
525	0.1607546422
526	0.1606427072
527	0.1605793381
528	0.1604857788
529	0.1604165301
530	0.1603747149
531	0.1602690972
532	0.1601941864
533	0.1601193023
534	0.1600895809
535	0.1600211266
536	0.1599062657
537	0.1598256368
538	0.1597511986
539	0.1596500731
540	0.1595561282
541	0.1594829565
542	0.1593690666
543	0.159283023
544	0.159166974
545	0.1590740729
546	0.1589884786
547	0.1589122895
548	0.158837547
549	0.1587269202
550	0.1586588359
551	0.1585736114
552	0.1585564969
553	0.1584506286
554	0.1583310079
555	0.158310627
556	0.1582458913
557	0.1581581536
558	0.158060238
559	0.1579756264
560	0.1579117883
561	0.1578343179
562	0.1577582452
563	0.1576232717
564	0.1575189468
565	0.1574004104
566	0.1573349812
567	0.1572787025
568	0.1572216383
569	0.1571286405
570	0.1570748186
571	0.1570097186
572	0.1568888574
573	0.1568224671
574	0.1567414794
575	0.1566387024
576	0.1565242133
577	0.1564292072
578	0.15632572
579	0.1562744128
580	0.1562193037
581	0.1561724398
582	0.1560986819
583	0.1559128614
584	0.1557925994
585	0.1556953585
586	0.1556258674
587	0.1554293538
588	0.1553640906
589	0.1552869509
590	0.1552245023
591	0.1551484844
592	0.1550527441
593	0.1549949724
594	0.1549344835
595	0.1548382001
596	0.1547520292
597	0.1546407555
598	0.1545916922
599	0.1545291416
600	0.1544610987
601	0.1543973736
602	0.15603	0.153603	0.15604	0.153604	0.154168945
605	0.1540904896
606	0.154019635
607	0.1539472019
608	0.1538665053
609	0.1537858021
610	0.1536780458
611	0.1535948797
612	0.1535190368
613	0.1534436086
614	0.153336292
615	0.1532699216
616	0.1531641391
617	0.1530573834
618	0.152995205
619	0.1528818771
620	0.1527805233
621	0.1527164967
622	0.1526562615
623	0.152605179
624	0.1525940969
625	0.1525011992
626	0.1523762149
627	0.1523132318
628	0.1522349718
629	0.1521928178
630	0.1521372449
631	0.1520717294
632	0.1519773756
633	0.1518947815
634	0.1518314323
635	0.151747368
636	0.1516923413
637	0.1516184429
638	0.1515488024
639	0.151504782
640	0.1514352808
641	0.151267433
642	0.1511861967
643	0.1511458606
644	0.1510581141
645	0.1510246131
646	0.1509387748
647	0.1508549299
648	0.1507956983
649	0.1507138102
650	0.1506390509
651	0.1505611337
652	0.1504591543
653	0.1503629106
654	0.1502555784
655	0.1501625968
656	0.1501202158
657	0.150080457
658	0.1500009718
659	0.1499624314
660	0.1498442263
661	0.1497937519
662	0.1497564713
663	0.1496777458
664	0.1495683468
665	0.1494885071
666	0.1494087265
667	0.1493455924
668	0.1492953618
669	0.1492172233
670	0.1491694914
671	0.1491077862
672	0.1490764106
673	0.1489720687
674	0.1488705978
675	0.1488250346
676	0.1487869649
677	0.1487453574
678	0.1486247004
679	0.1486007483
680	0.1485530523
681	0.148475769
682	0.1484292695
683	0.1483833816
684	0.1482913806
685	0.1482017676
686	0.1481338448
687	0.1480362023
688	0.1479847926
689	0.1478732336
690	0.1477952354
691	0.1476935164
692	0.1476451732
693	0.1475938723
694	0.1474943672
695	0.1474286462
696	0.147363931
697	0.1472990772
698	0.1471978997
699	0.147091076
700	0.1470415229
701	0.1469370802
702	0.1468552719
703	0.1468152302
704	0.1467487126
705	0.1466566085
706	0.1466198325
707	0.1465209177
708	0.1464469594
709	0.14641082
710	0.1463577221
711	0.1462647227
712	0.1462161254
713	0.1461364293
714	0.1460878723
715	0.1459853351
716	0.145929338
717	0.1458237908
718	0.1457722065
719	0.1457135682
720	0.1456684986
721	0.1454790639
722	0.1453848135
723	0.1453218697
724	0.1452611764
725	0.1451752382
726	0.1450185986
727	0.1449127505
728	0.1448412812
729	0.144764649
730	0.144719944
731	0.1446405394
732	0.144549277
7734	0.14430987077735	0.14423438067736	0.1441878959736	0.1442385817
737	0.1441873181
738	0.1440534233
739	0.1439847997
740	0.1439099713
741	0.1437773358
742	0.1437075712
743	0.1436366026
744	0.14355998497745	0.14336005327746	0.14332416777747	0.14322951967748	0.14306316817749	0.14299052757750	0.14292251675751	0.1428503937752	0.14277277717753	0.14266876457754	0.1426404048756	0.1427654377
757	0.1427249949
758	0.1426741554
759	0.142605011
760	0.1425476411
761	0.1424833939
76761	0.14227053763762	0.1421965876763	0.14217107765764	0.1421136766	765	0.1420290767	0.1419619954
768	0.1418515289
769	0.1418079904
770	0.1417624982
771770	0.14177543772771	0.14171282773772	0.14162320774773	0.1415741775	774	0.1414667776	775	0.1413564777	776	0.1412989778	777	0.1412675779	778	0.1412219780	779	0.1411323781	780	0.141105782	0781	0.141065783	0782	0.140997784	0783	0.140941785	0784	0.140875786	0785	0.140829787	786	0.1405276788	787	0.1404708789	788	0.1404335790	789	0.1403898791	790	0.1403347792	791	0.1403162793	792	0.1402501794	793	0.1402090795	794	0.1401402796	795	0.1400661797	796	0.1399711798	797	0.1399120799	798	0.1398439800	799	0.1397661801	800	0.1397033802	801	0.1396423803	802	0.1395938804	803	0.1395097805	804	0.139445806	0805	0.139400807	806	0.1393588808	807	0.1393114809	808	0.1392595810	809	0.1392110811	810	0.1391516812	811	0.1391128813812	0.13905592814	0.1388563593
815	0.1387200681
816	0.1386763434
817	0.1386185536
818	0.1385759575
81818	0.13864955820819	0.13859830821820	0.13853920822	0.1383117835
823822	0.13842338824	0.1381706619
825	0.1381198352
826	0.1380776213
827	0.1379797723
8827	0.13806191168828	0.13797621378829	0.13793224358830	0.13789049878831	0.13781260383832	0.13774064583833	0.1376698048834	0.13761546388835	0.137564166837	0.1373131489
83837	0.13750029283838	0.13737851784839	0.13731622584840	0.13726687084841	0.1371823458842	0.13714983758843	0.13709667618844	0.13705435768845	0.1369801155847	0.1366672071
848	0.1365879865
849	0.1365287042
850	0.1364720217
851	0.1364390106
852	0.1363596644
853	0.1363070047
854	0.1362244947
855	0.1361482453
856	0.136087806
857	0.1360111011
858	0.1360037584
859	0.1359577858
860	0.1358821493
861	0.1358306528
8861	0.13582145878862	0.13578012158863	0.13570912128864	0.135638847
865	0.1356071182
866	0.1354571832
867	0.1353700727
868	0.13530789948869	0.13525551428870	0.13519127398871	0.13514580787872	0.1350766698873	0.13497654628874	0.13490185458875	0.13481935687876	0.13476510387877	0.13472024687878	0.13466526688879	0.1346056358880	0.13453363948881	0.13448509988882	0.134417686
883	0.13435360728884	0.13428573918885	0.13424234888886	0.13415960688887	0.13411682888888	0.13406713289889	0.1340059268890	0.13398450368891	0.13389960828892	0.13379769948893	0.1337520818894	0.13370655888895	0.13362834878896	0.13358714138897	0.13350946048898	0.13346037289899	0.13339908089900	0.13334367729901	0.13325404299902	0.13321496169903	0.13315974159904	0.13310104769905	0.13306253199906	0.13299876659907	0.13294656619908	0.132916703
909	0.132839398
910	0.1327646979
911	0.1327085869
912	0.1326447271
913	0.1325772768
914	0.132513658
915	0.1324661954
916	0.1323786106
917	0.1323125947
918	0.132250807
919	0.1321739761
920	0.1321174804
921	0.1320597667
922	0.1319870014
923	0.1319554545
924	0.1319133884
925	0.1318704377
926	0.1318558644
927	0.1318159231
928	0.13179166029929	0.1317213598
930	0.1316902143
931	0.1316282784
932	0.13154795619933	0.13151606529934	0.1314414831
935	0.1313980791
936	0.1313725712
937	0.1313374775
938	0.131242923
939	0.1311751179
940	0.1310996969941	0.13105420094942	0.1309894452
943	0.1309355703
944	0.13085097
945	0.1307735962
946	0.1306911357
947	0.1306323158
948	0.1305793328
949	0.1305109746
950	0.1304441395
951	0.1303631758
952	0.1303088463
953	0.1302743311
954	0.1302124254
955	0.1301661134
956	0.1301089977
957	0.1301001579
958	0.1300337243
959	0.1299968649
960	0.1299416861
961	0.1298157755
962	0.1297723014
963	0.1297306577
964	0.1296557121
965	0.1295838247
966	0.1295122395
967	0.1294620016
968	0.1293653597
969	0.1293135867
970	0.1292547707
971	0.129228099
972	0.1291510119
973	0.1290951478
974	0.1290237661
975	0.1289824775
976	0.1289114571
977	0.128888778
978	0.1288133771
979	0.1287358227
980	0.12866215
981	0.1286111124
982	0.128547556
983	0.1284675199
984	0.1283948328
985	0.1283320834
986	0.1282933963
987	0.1282154885
988	0.1281637457
989	0.1281105487
990	0.1280581346
991	0.1279944336
992	0.1279252123
993	0.1278965606
994	0.1278766529
995	0.127834721
996	0.1278050837
997	0.1277621561
998	0.127706546
999	0.1275934915
