iter	Logloss
165	0.4714394531
166	0.4707734985
167	0.4701670837
168	0.4695505981
169	0.4689453125
170	0.4683265381
171	0.4677373657
172	0.4673518677
173	0.4667650757
174	0.4662237549
175	0.4654927368
176	0.4649820251
177	0.464480957
178	0.4638975525
179	0.4633378906
180	0.4626730957
181	0.4620735474
182	0.4613957214
183	0.4605938721
184	0.4601321411
185	0.4596424561
186	0.4591605835
187	0.4587035522
188	0.4582983398
189	0.4576340332
190	0.4571098022
191	0.4566688232
192	0.4560241699
193	0.4554379883
194	0.45499646
195	0.4544710693
196	0.4540041504
197	0.4533292542
198	0.4527480774
199	0.4523339233
200	0.4517043457
201	0.4511010132
202	0.4505899658
203	0.4499751587
204	0.4494729614
205	0.4489360657
206	0.4482930298
207	0.4478370667
208	0.4474000244
209	0.4470163269
210	0.4465664673
211	0.4460183716
212	0.4454589233
213	0.4449561768
214	0.444567688
215	0.4439015503
216	0.4435852661
217	0.442852356
218	0.4420963135
219	0.4415220642
220	0.4410482788
221	0.4404367065
222	0.4399987488
223	0.4396743774
224	0.4392316284
225	0.4387682495
226	0.4383574219
227	0.4377423401
228	0.4373586731
229	0.4368752441
230	0.4365505371
231	0.4362277222
232	0.4357771301
233	0.4351009827
234	0.4346400146
235	0.4341510315
236	0.4336450195
237	0.4331915894
238	0.4328138733
239	0.4323539124
240	0.4318682251
241	0.4313178101
242	0.4309406433
243	0.4304622192
244	0.4301056824
245	0.4297831421
246	0.4294677734
247	0.4290713501
248	0.4287258911
249	0.4281541138
250	0.4276504822
251	0.4272286377
252	0.4268244934
253	0.4263581543
254	0.4258335571
255	0.4254968567
256	0.4252090454
257	0.4245854187
258	0.4241511536
259	0.4238410645
260	0.4234717407
261	0.4230442505
262	0.4226148682
263	0.422289032
264	0.4218930054
265	0.4213618164
266	0.4211156006
267	0.4207199097
268	0.4204151611
269	0.4200203247
270	0.4195116577
271	0.4191591797
272	0.4185019836
273	0.4181395569
274	0.4176398621
275	0.4172564087
276	0.4168279419
277	0.4163948975
278	0.4160302734
279	0.4156118774
280	0.4150065308
281	0.4145986938
282	0.4143273315
283	0.4139396362
284	0.4136403809
285	0.4132919312
286	0.4130323486
287	0.4126559448
288	0.4122128601
289	0.4117013245
290	0.4112998962
291	0.4107848511
292	0.4105147705
293	0.4099492188
294	0.4095628357
295	0.4092288513
296	0.4087926025
297	0.4085601196
298	0.4083470459
299	0.4080011597
300	0.4076863403
301	0.4072477417
302	0.4068400879
303	0.4066015015
304	0.4062760925
305	0.4059015198
306	0.4055929871
307	0.4050787659
308	0.4047446594
309	0.4043340759
310	0.4037181091
311	0.4034128418
312	0.403024292
313	0.4025897217
314	0.4022381592
315	0.4019558716
316	0.4016155396
317	0.4012913208
318	0.4009557495
319	0.4005007935
320	0.4001999207
321	0.399931488
322	0.3997218018
323	0.3993885193
324	0.3990805054
325	0.398512146
326	0.398137085
327	0.3976555786
328	0.3973247986
329	0.3970879211
330	0.3967282715
331	0.3963961182
332	0.3960227051
333	0.3956770325
334	0.3953848267
335	0.3951010132
336	0.3947963257
337	0.3944724731
338	0.3942077637
339	0.3938181152
340	0.3934535217
341	0.3931687317
342	0.3929911194
343	0.3926339417
344	0.3924596252
345	0.3921144409
346	0.391776062
347	0.3913632812
348	0.3909474182
349	0.3906471863
350	0.3903449707
351	0.3899637451
352	0.3897025757
353	0.3894518433
354	0.3892306824
355	0.3889160767
356	0.3886651611
357	0.3882233887
358	0.3878231812
359	0.3874840088
360	0.3871497803
361	0.3868791199
362	0.3866278076
363	0.3861477661
364	0.3858033752
365	0.3854926758
366	0.3850820313
367	0.3848486023
368	0.3845362549
369	0.3843269958
370	0.3841409302
371	0.3836877136
372	0.3834495544
373	0.3830925293
374	0.382826416
375	0.3825576782
376	0.3823737488
377	0.3820494385
378	0.3817758789
379	0.3814456787
380	0.3811047363
381	0.3809199524
382	0.3805853271
383	0.3803770752
384	0.379829895
385	0.3794561157
386	0.3790480347
387	0.3786703491
388	0.3783736877
389	0.3780465088
390	0.377797699
391	0.3775129395
392	0.3772481995
393	0.3769732666
394	0.3766428528
395	0.3763687439
396	0.3760452576
397	0.3757427063
398	0.3752747803
399	0.3750250854
400	0.3746211548
401	0.3744017334
402	0.3740873413
403	0.3738251343
404	0.3735771484
405	0.3732293091
406	0.372871582
407	0.3726040344
408	0.3723624878
409	0.3721077271
410	0.3717631836
411	0.3714815979
412	0.3711135864
413	0.370878479
414	0.3704127808
415	0.370177063
416	0.3700063477
417	0.3697568359
418	0.3695445862
419	0.3692497559
420	0.3690119324
421	0.3687500916
422	0.3685812683
423	0.3682149658
424	0.3678577881
425	0.3675715332
426	0.3672994385
427	0.3670133362
428	0.3667470398
429	0.3665670776
430	0.36621875
431	0.3658939819
432	0.3655065308
433	0.3652352905
434	0.3650313721
435	0.3647322388
436	0.3644724121
437	0.3640753174
438	0.363795166
439	0.3634739075
440	0.3632158508
441	0.3629248047
442	0.3626104736
443	0.3622452087
444	0.3618206787
445	0.3615857544
446	0.3613751831
447	0.3609962158
448	0.360822998
449	0.3604929504
450	0.3602159424
451	0.360039978
452	0.3596964722
453	0.3593111267
454	0.3591066284
455	0.3589955444
456	0.3586643982
457	0.3583634338
458	0.3581082764
459	0.3577614746
460	0.357381958
461	0.3570836792
462	0.3568549805
463	0.3566625366
464	0.3564179382
465	0.356067627
466	0.3558604126
467	0.3555933838
468	0.3553743591
469	0.3552056274
470	0.3548302002
471	0.3545233154
472	0.3542249756
473	0.3539845276
474	0.3537889099
475	0.3535808411
476	0.3534413452
477	0.3533035889
478	0.3529263306
479	0.3526134033
480	0.3523372803
481	0.352151001
482	0.3519438477
483	0.3517060852
484	0.3513738403
485	0.3510653076
486	0.3508338013
487	0.3505461731
488	0.3502649841
489	0.3500026855
490	0.3496498718
491	0.3494077148
492	0.3491922607
493	0.3488271484
494	0.3485773926
495	0.3483186646
496	0.3479286804
497	0.3476714172
498	0.3473539429
499	0.3470389404
500	0.3467164917
501	0.3464302673
502	0.3462395325
503	0.3458791809
504	0.3456538696
505	0.3453561401
506	0.3449629517
507	0.3446954651
508	0.3442449951
509	0.343956543
510	0.3436559448
511	0.3434033508
512	0.3431419067
513	0.3428861694
514	0.3425595703
515	0.3423218689
516	0.3420664978
517	0.3417605896
518	0.3415700684
519	0.3412352295
520	0.3409803162
521	0.3406789551
522	0.3403563538
523	0.3400951233
524	0.3397319946
525	0.3394328308
526	0.3390476379
527	0.3387225342
528	0.3383405762
529	0.3380450745
530	0.3376898499
531	0.3373704224
532	0.3370293579
533	0.3366947021
534	0.3364596863
535	0.3361465454
536	0.3358822632
537	0.3356242676
538	0.3352590637
539	0.3349741211
540	0.3345917358
541	0.3343364258
542	0.3341054688
543	0.3338847046
544	0.3334403992
545	0.3331204224
546	0.3329093628
547	0.3326427612
548	0.3323477478
549	0.3319677124
550	0.331598938
551	0.3313096924
552	0.33112854
553	0.3308445129
554	0.3304700928
555	0.3301701965
556	0.3298963623
557	0.3295661621
558	0.329307312
559	0.3290205078
560	0.3286850891
561	0.3283603516
562	0.3280682678
563	0.3278224487
564	0.327449646
565	0.3271651611
566	0.3269281311
567	0.3266400757
568	0.3262758179
569	0.3259962158
570	0.3256835938
571	0.3253828125
572	0.325134613
573	0.3247957764
574	0.3244786377
575	0.3242305298
576	0.3238239136
577	0.323542572
578	0.3231757507
579	0.3228850708
580	0.3226669006
581	0.322429718
582	0.3221777039
583	0.3219277344
584	0.3216125488
585	0.3213867493
586	0.3211075134
587	0.3208333435
588	0.320484375
589	0.3201896667
590	0.3198474731
591	0.3195599365
592	0.3192610474
593	0.3189597778
594	0.3187471313
595	0.3184415894
596	0.3181640625
597	0.3179147339
598	0.3176821594
599	0.3174345398
600	0.3171546631
601	0.3168486938
602	0.3165066528
603	0.3161708679
604	0.315801239
605	0.3154825745
606	0.315192749
607	0.31484729
608	0.3145528564
609	0.3141805725
610	0.3138553772
611	0.3135357056
612	0.3132985229
613	0.3129876709
614	0.3127208252
615	0.312372406
616	0.3121195068
617	0.3118478394
618	0.3115503235
619	0.3111897278
620	0.3108994141
621	0.3105882874
622	0.3102973633
623	0.3099454346
624	0.309723877
625	0.3094343872
626	0.30921698
627	0.3089598083
628	0.3086887207
629	0.308342804
630	0.3080390015
631	0.3077962646
632	0.3074915466
633	0.3072214966
634	0.3069360962
635	0.3065999756
636	0.3062880249
637	0.3059555664
638	0.3055113525
639	0.3052865601
640	0.3049557495
641	0.3046687927
642	0.3043608704
643	0.3041318665
644	0.3038742065
645	0.3035651245
646	0.3033406982
647	0.303153656
648	0.3028662109
649	0.3026348572
650	0.3023991394
651	0.3020647278
652	0.3016465454
653	0.3014518433
654	0.3012994995
655	0.3010049133
656	0.3006217041
657	0.3003792725
658	0.3002026978
659	0.2999265137
660	0.299663269
661	0.2994073792
662	0.2990764465
663	0.2988614807
664	0.2985802612
665	0.2983263245
666	0.298067688
667	0.2978042603
668	0.2974562988
669	0.2971670227
670	0.2969125366
671	0.296667572
672	0.2963999329
673	0.2961176758
674	0.2958215332
675	0.2955881042
676	0.2952659912
677	0.2950328369
678	0.2947678833
679	0.2944904785
680	0.2941348877
681	0.2938904419
682	0.2935639343
683	0.2932168579
684	0.2930080872
685	0.2926746216
686	0.2922749939
687	0.2920421753
688	0.2917827148
689	0.2914760742
690	0.2911851807
691	0.2908805847
692	0.2904811096
693	0.2901881104
694	0.2899112854
695	0.2896061401
696	0.2891903076
697	0.2889493408
698	0.2884640808
699	0.2881348877
700	0.2879046326
701	0.287644043
702	0.2873051453
703	0.2870354004
704	0.2867658997
705	0.2864333191
706	0.2861164551
707	0.2859190674
708	0.2856539612
709	0.2853381653
710	0.2851169434
711	0.2848309631
712	0.284548645
713	0.2843454895
714	0.2840426941
715	0.283809021
716	0.2836735229
717	0.2835206909
718	0.2832826538
719	0.2830038452
720	0.2827488098
721	0.2824135742
722	0.2821414795
723	0.281878479
724	0.2816063843
725	0.281326416
726	0.2810330811
727	0.2807315979
728	0.2804621582
729	0.280212738
730	0.2800238953
731	0.2798074646
732	0.2795198059
733	0.2791889648
734	0.2789847717
735	0.2787397461
736	0.2784522705
737	0.2781897583
738	0.2779377747
739	0.2777233276
740	0.2774273071
741	0.2771203003
742	0.2768363342
743	0.276559021
744	0.2763506165
745	0.2761437988
746	0.2758554077
747	0.275565155
748	0.2752750854
749	0.2749454346
750	0.2748148804
751	0.2746681519
752	0.2745167236
753	0.2742479248
754	0.2739645996
755	0.2737012634
756	0.273461853
757	0.2730653687
758	0.2726990356
759	0.2724451294
760	0.272227356
761	0.2718730469
762	0.2715253906
763	0.2712831421
764	0.2710635376
765	0.2707988281
766	0.2705536804
767	0.2703649292
768	0.2701529541
769	0.2699100952
770	0.2696538086
771	0.2694065552
772	0.2691367798
773	0.2688212891
774	0.2685900879
775	0.2683803711
776	0.2681230469
777	0.2679078369
778	0.2676329346
779	0.2673016968
780	0.2670971375
781	0.26684375
782	0.2666585999
783	0.2663433838
784	0.2661250916
785	0.2658639832
786	0.2655407715
787	0.2653076477
788	0.2650606689
789	0.2648858643
790	0.264578125
791	0.2643262939
792	0.2641015015
793	0.2638000488
794	0.2636492004
795	0.2633809204
796	0.263111084
797	0.2628747559
798	0.262598877
799	0.2623411865
800	0.2620445557
801	0.2617545166
802	0.2615114441
803	0.2612933044
804	0.2610644531
805	0.2607379456
806	0.2604998779
807	0.2602731934
808	0.2600241394
809	0.2598421021
810	0.2597769775
811	0.2595942993
812	0.2594182129
813	0.2590841064
814	0.2587948608
815	0.2585270386
816	0.2583279114
817	0.2581201172
818	0.2577209778
819	0.2575699768
820	0.2574331055
821	0.2572303162
822	0.2571356812
823	0.2569335327
824	0.2566483765
825	0.256416748
826	0.2561445923
827	0.2559451904
828	0.2557725525
829	0.2555332031
830	0.2553295288
831	0.2550595703
832	0.2548208618
833	0.2546919708
834	0.2544503174
835	0.25424823
836	0.2541056824
837	0.2538809967
838	0.253698822
839	0.2535024872
840	0.2532953033
841	0.2531317444
842	0.2528183594
843	0.2525800934
844	0.2523267059
845	0.2522225494
846	0.2519187622
847	0.2516851501
848	0.2516128693
849	0.2513876038
850	0.2511576843
851	0.250964386
852	0.2507154236
853	0.2506133881
854	0.2503737488
855	0.2501831665
856	0.2499080811
857	0.2497914581
858	0.2496854248
859	0.2494732819
860	0.2492365112
861	0.2491495667
862	0.2489698792
863	0.2487609406
864	0.2484862976
865	0.248279541
866	0.2480207977
867	0.2478195801
868	0.2475550079
869	0.2473628845
870	0.2471540527
871	0.2469524841
872	0.2467641296
873	0.2464391632
874	0.246149704
875	0.2459475861
876	0.2457398071
877	0.2455478516
878	0.2453084106
879	0.2451749878
880	0.2449487762
881	0.244758316
882	0.244505722
883	0.2442850647
884	0.244237442
885	0.2440597229
886	0.2438920593
887	0.2437624054
888	0.2437216187
889	0.2436193695
890	0.2433517761
891	0.2433205109
892	0.2432863159
893	0.2430689545
894	0.2428704224
895	0.2426238098
896	0.2423908997
897	0.242160675
898	0.2419665375
899	0.2417049866
900	0.2416717224
901	0.2414775543
902	0.2412180176
903	0.2409887695
904	0.2407711334
905	0.2405386353
906	0.240480072
907	0.2403075562
908	0.2401385498
909	0.2399250488
910	0.2396731567
911	0.2394042358
912	0.2391397247
913	0.2389192505
914	0.2387253418
915	0.2384919434
916	0.2382840576
917	0.2380978699
918	0.2378963928
919	0.2377021179
920	0.2374732971
921	0.2371525879
922	0.2370465088
923	0.2369981537
924	0.2367893677
925	0.2366437073
926	0.2364346313
927	0.2361796265
928	0.2361434784
929	0.2359019928
930	0.2356587067
931	0.235450531
932	0.2352421265
933	0.2352100525
934	0.2350174255
935	0.2348296204
936	0.2345452728
937	0.2343464966
938	0.2341952362
939	0.2339744263
940	0.2338617554
941	0.2336761169
942	0.2336214752
943	0.2334286194
944	0.2332588806
945	0.2330466309
946	0.2330165863
947	0.2327623749
948	0.2325652161
949	0.2324053345
950	0.232288269
951	0.232133316
952	0.2321026306
953	0.2319178162
954	0.2318652344
955	0.2318371582
956	0.231627533
957	0.2315853271
958	0.2313665314
959	0.2313226776
960	0.2312293549
961	0.2310363464
962	0.2308786011
963	0.2307033081
964	0.2304173126
965	0.2303668518
966	0.2300872955
967	0.2299044189
968	0.229705246
969	0.229571167
970	0.2293819885
971	0.2292684326
972	0.2291181335
973	0.2289403381
974	0.2288213654
975	0.2286169128
976	0.2284125671
977	0.2283796082
978	0.228193222
979	0.2280689697
980	0.227889328
981	0.2276731415
982	0.2275005951
983	0.2274081421
984	0.2272437286
985	0.2272148438
986	0.226966156
987	0.2269356689
988	0.226750061
989	0.2265007324
990	0.226301178
991	0.2261428223
992	0.2259647217
993	0.225772583
994	0.2256237488
995	0.2254572601
996	0.2251993866
997	0.2250036621
998	0.2247890778
999	0.2245983582
